"player","position","season","Team","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh_perc","F_Sh_perc","xFSH_perc","iBLK","iHF","iHA","GIVE","TAKE","iPENT2","iPEND2","iPENT5","iPEND5","FOW","FOL","FO_diff"
"AARON.EKBLAD","D","20182019","FLA",45,832.72,4,1,7,12,76,97,132,3.32,5.26,4.12,3.42,21,59,59,54,20,5,2,0,0,0,0,0
"ADAM.ERNE","F","20182019","T.B",33,320.93,4,4,4,12,34,55,74,3.66,11.76,7.27,6.65,9,69,27,5,7,6,2,0,0,6,5,1
"ADAM.GAUDETTE","F","20182019","VAN",32,276.5,3,1,2,6,23,36,52,2.3,13.04,8.33,6.39,6,31,32,4,4,5,8,0,0,80,104,-24
"ADAM.HENRIQUE","F","20182019","ANA",48,612.03,5,8,4,17,53,78,91,6.64,9.43,6.41,8.51,31,33,43,16,14,6,7,0,0,272,224,48
"ADAM.LARSSON","D","20182019","EDM",47,925.22,1,4,6,11,60,94,132,2.11,1.67,1.06,2.24,63,136,77,37,14,10,3,0,0,0,0,0
"ADAM.LOWRY","F","20182019","WPG",45,549.38,6,3,2,11,54,78,97,7.5,11.11,7.69,9.62,20,115,48,11,20,4,6,1,1,313,239,74
"ADAM.MCQUAID","D","20182019","NYR",23,347.55,0,1,1,2,5,19,34,0.41,0,0,2.16,39,57,21,8,2,5,2,1,1,0,0,0
"ADAM.PELECH","D","20182019","NYI",42,648.12,3,3,2,8,49,70,96,2.44,6.12,4.29,3.49,52,75,77,20,22,3,1,0,0,0,0,0
"ADRIAN.KEMPE","F","20182019","L.A",47,553.45,5,4,2,11,58,78,108,4.6,8.62,6.41,5.9,11,46,30,14,8,12,6,0,0,151,208,-57
"ALAN.QUINE","F","20182019","CGY",9,82.9,2,0,1,3,4,5,8,0.75,50,40,15,1,9,5,5,2,1,0,0,0,7,8,-1
"ALEC.MARTINEZ","D","20182019","L.A",34,592.53,3,3,3,9,34,52,78,2.38,8.82,5.77,4.58,67,43,43,40,7,2,4,0,0,0,0,0
"ALEKSANDER.BARKOV","F","20182019","FLA",45,740.68,9,9,4,22,86,118,130,7.56,10.47,7.63,6.41,29,13,66,30,51,1,23,0,0,425,380,45
"ALEX.BIEGA","D","20182019","VAN",14,207.05,0,1,2,3,31,43,63,0.82,0,0,1.91,7,38,31,8,0,3,1,0,0,0,0,0
"ALEX.CHIASSON","F","20182019","EDM",38,491.48,9,4,0,13,42,63,76,5.14,21.43,14.29,8.16,16,40,60,13,10,7,7,0,0,4,7,-3
"ALEX.DEBRINCAT","F","20182019","CHI",49,674.72,14,2,7,23,108,139,184,7.94,12.96,10.07,5.71,16,18,46,19,27,4,6,0,0,12,13,-1
"ALEX.EDLER","D","20182019","VAN",33,544.8,2,2,4,8,46,65,87,1.69,4.35,3.08,2.6,64,63,49,11,3,12,4,0,0,0,0,0
"ALEX.FORMENTON","F","20182019","OTT",9,100.43,1,0,0,1,16,22,25,1.48,6.25,4.55,6.73,6,11,15,5,4,3,6,0,0,1,2,-1
"ALEX.FORTIN","F","20182019","CHI",24,241.57,2,2,1,5,27,37,54,2.54,7.41,5.41,6.86,7,21,16,3,9,1,3,0,0,11,6,5
"ALEX.GALCHENYUK","F","20182019","ARI",36,447.28,3,2,5,10,39,59,77,4.7,7.69,5.08,7.97,12,20,35,13,16,6,8,0,0,120,111,9
"ALEX.GOLIGOSKI","D","20182019","ARI",40,653.08,2,4,5,11,34,53,87,1.43,5.88,3.77,2.7,50,28,56,27,11,1,3,0,0,0,0,0
"ALEX.IAFALLO","F","20182019","L.A",48,692.67,7,4,5,16,69,99,114,6.86,10.14,7.07,6.93,30,42,46,6,12,5,2,0,0,4,13,-9
"ALEX.KERFOOT","F","20182019","COL",43,503.83,4,8,2,14,50,64,79,4.73,8,6.25,7.39,18,8,51,11,9,11,6,0,0,162,126,36
"ALEX.KILLORN","F","20182019","T.B",48,543.5,7,8,1,16,82,116,157,7.85,8.54,6.03,6.77,9,52,44,14,11,10,6,0,0,1,3,-2
"ALEX.OVECHKIN","F","20182019","WSH",46,731.52,20,7,3,30,109,155,217,11.08,18.35,12.9,7.15,23,131,37,26,15,10,8,0,0,1,3,-2
"ALEX.PETROVIC","D","20182019","EDM",5,70.03,0,0,1,1,2,6,12,0.18,0,0,3,6,19,10,2,1,2,0,0,0,0,0,0
"ALEX.PETROVIC","D","20182019","FLA",26,405.77,0,0,1,1,37,54,81,1.12,0,0,2.07,33,82,41,19,6,7,3,0,0,0,0,0
"ALEX.PIETRANGELO","D","20182019","STL",35,633.13,4,2,6,12,58,83,127,2.42,6.9,4.82,2.92,56,25,48,22,13,5,8,0,0,0,0,0
"ALEX.RADULOV","F","20182019","DAL",38,592.18,9,10,6,25,71,100,144,6.33,12.68,9,6.33,35,40,44,35,21,16,11,0,0,2,6,-4
"ALEX.STEEN","F","20182019","STL",32,382.95,4,2,3,9,48,62,77,3.36,8.33,6.45,5.42,19,32,30,8,9,5,8,0,0,5,12,-7
"ALEX.TUCH","F","20182019","VGK",41,566.32,12,7,11,30,79,107,145,7.1,15.19,11.21,6.64,27,47,43,20,36,3,7,0,0,11,34,-23
"ALEX.WENNBERG","F","20182019","CBJ",46,552.53,0,7,5,12,37,49,59,3.84,0,0,7.84,24,19,28,20,12,2,0,0,0,193,193,0
"ANDERS.BJORK","F","20182019","BOS",20,217.57,1,1,1,3,15,24,33,1.46,6.67,4.17,6.08,11,9,16,9,11,1,1,0,0,1,0,1
"ANDERS.LEE","F","20182019","NYI",46,622.83,8,9,4,21,74,101,126,8.36,10.81,7.92,8.28,33,51,56,11,15,13,8,1,1,19,17,2
"ANDREAS.ATHANASIOU","F","20182019","DET",42,584.18,14,7,1,22,96,133,171,9.65,14.58,10.53,7.26,12,16,33,27,10,4,11,0,0,41,69,-28
"ANDREAS.JOHNSSON","F","20182019","TOR",41,465.25,8,5,5,18,54,74,89,5.06,14.81,10.81,6.84,22,31,50,10,16,6,7,0,0,6,7,-1
"ANDREAS.MARTINSEN","F","20182019","CHI",24,182.73,1,3,0,4,21,28,34,1.88,4.76,3.57,6.71,9,83,27,7,3,5,5,0,0,3,4,-1
"ANDRE.BURAKOVSKY","F","20182019","WSH",40,442.15,4,2,2,8,49,68,95,4.48,8.16,5.88,6.59,17,14,43,13,14,5,3,0,0,3,8,-5
"ANDREI.SVECHNIKOV","F","20182019","CAR",46,559.05,10,1,5,16,101,131,155,12.19,9.9,7.63,9.31,15,65,64,30,20,15,9,0,0,1,6,-5
"ANDREJ.SUSTR","D","20182019","ANA",5,58.6,0,0,0,0,6,7,9,0.08,0,0,1.14,7,3,4,0,0,2,0,0,0,0,0,0
"ANDREW.COGLIANO","F","20182019","ANA",46,529.45,2,6,2,10,57,79,93,5.2,3.51,2.53,6.58,12,43,30,15,13,5,10,0,0,6,9,-3
"ANDREW.COPP","F","20182019","WPG",34,358.33,3,3,4,10,37,46,63,4.36,8.11,6.52,9.48,8,34,27,13,11,0,3,0,0,57,39,18
"ANDREW.LADD","F","20182019","NYI",14,169.4,3,0,2,5,19,26,31,1.85,15.79,11.54,7.12,4,16,16,4,5,4,1,0,0,1,2,-1
"ANDREW.MACDONALD","D","20182019","PHI",26,397.08,0,1,3,4,28,44,65,1.18,0,0,2.68,39,18,41,12,1,4,2,0,0,0,0,0
"ANDREW.MANGIAPANE","F","20182019","CGY",10,103.08,0,0,1,1,8,12,17,0.85,0,0,7.08,3,11,14,2,2,0,0,0,0,1,0,1
"ANDREW.SHAW","F","20182019","MTL",36,422.55,8,7,5,20,61,76,102,6.18,13.11,10.53,8.13,12,68,66,14,9,9,6,0,0,64,91,-27
"ANDY.GREENE","D","20182019","N.J",47,776.37,2,5,2,9,50,74,103,2.35,4,2.7,3.18,93,37,43,18,22,5,3,0,0,0,0,0
"ANDY.WELINSKI","D","20182019","ANA",16,220,0,1,1,2,17,26,44,0.79,0,0,3.04,10,28,25,10,4,4,3,0,0,0,0,0
"ANTHONY.BEAUVILLIER","F","20182019","NYI",45,605.37,10,2,4,16,78,104,129,9.77,12.82,9.62,9.39,22,42,62,19,19,2,5,0,0,14,21,-7
"ANTHONY.BITETTO","D","20182019","NSH",18,188.48,0,1,2,3,15,23,35,0.87,0,0,3.78,22,40,23,5,4,4,2,0,0,0,0,0
"ANTHONY.CIRELLI","F","20182019","T.B",48,555.3,5,5,3,13,62,85,105,7.23,8.06,5.88,8.51,19,54,65,8,19,2,9,1,1,221,215,6
"ANTHONY.DUCLAIR","F","20182019","CBJ",40,438.55,6,3,2,11,54,66,84,5.23,11.11,9.09,7.92,15,17,33,14,19,3,12,0,0,2,8,-6
"ANTHONY.MANTHA","F","20182019","DET",33,490.38,9,3,2,14,71,93,125,6.96,12.68,9.68,7.48,8,34,17,29,15,6,10,1,1,8,10,-2
"ANTOINE.ROUSSEL","F","20182019","VAN",43,530.72,3,9,2,14,44,71,83,5.12,6.82,4.23,7.21,34,55,52,9,9,21,14,1,1,7,9,-2
"ANTON.STRALMAN","D","20182019","T.B",30,525.25,2,3,5,10,35,48,74,1.34,5.71,4.17,2.79,34,34,38,9,11,3,2,0,0,0,0,0
"ANTTI.SUOMELA","F","20182019","S.J",27,301.52,3,3,2,8,42,63,73,5.16,7.14,4.76,8.19,11,10,29,7,5,2,1,0,0,101,123,-22
"ANZE.KOPITAR","F","20182019","L.A",47,786.22,9,8,3,20,74,103,125,7.63,12.16,8.74,7.41,29,29,46,27,25,7,7,0,0,452,361,91
"ARTEM.ANISIMOV","F","20182019","CHI",45,603.03,7,8,3,18,64,86,114,6.54,10.94,8.14,7.6,14,18,43,6,18,2,3,0,0,142,147,-5
"ARTEMI.PANARIN","F","20182019","CBJ",44,727.95,13,19,9,41,87,111,144,7.51,14.94,11.71,6.77,13,5,26,27,15,4,11,0,0,1,1,0
"ARTTURI.LEHKONEN","F","20182019","MTL",48,590.5,8,10,5,23,88,113,146,8.02,9.09,7.08,7.1,19,57,86,14,16,7,4,0,0,2,4,-2
"AUSTIN.CZARNIK","F","20182019","CGY",29,266.35,1,3,0,4,27,41,54,3.04,3.7,2.44,7.41,14,2,26,7,12,1,5,0,0,12,15,-3
"AUSTIN.WAGNER","F","20182019","L.A",32,264.53,4,3,2,9,30,39,55,3.14,13.33,10.26,8.05,3,62,17,5,5,2,7,0,0,2,2,0
"AUSTIN.WATSON","F","20182019","NSH",31,385.23,3,1,1,5,52,79,91,4.51,5.77,3.8,5.71,19,86,28,10,8,5,2,4,4,3,4,-1
"AUSTON.MATTHEWS","F","20182019","TOR",32,481.5,13,10,8,31,75,110,140,8.58,17.33,11.82,7.8,29,6,43,18,25,1,8,0,0,247,220,27
"BARCLAY.GOODROW","F","20182019","S.J",49,453.82,4,1,5,10,41,62,73,3.22,9.76,6.45,5.19,30,59,63,9,14,9,4,2,1,130,97,33
"BEN.CHIAROT","D","20182019","WPG",45,750.12,4,2,1,7,55,72,111,1.92,7.27,5.56,2.67,58,84,77,33,11,8,7,0,0,0,0,0
"BEN.GLEASON","D","20182019","DAL",4,55.17,0,1,0,1,2,2,4,0.06,0,0,3,1,2,1,2,4,0,1,0,0,0,0,0
"BEN.HARPUR","D","20182019","OTT",24,374.57,1,0,1,2,21,30,41,0.52,4.76,3.33,1.73,32,40,53,32,8,6,2,4,4,0,0,0
"BEN.HUTTON","D","20182019","VAN",46,771.2,3,0,3,6,62,86,126,1.93,4.84,3.49,2.24,56,39,72,11,11,5,3,0,0,0,0,0
"BEN.LOVEJOY","D","20182019","N.J",43,566.3,1,3,2,6,53,75,108,1.44,1.89,1.33,1.92,36,38,64,14,10,12,3,0,1,0,0,0
"BEN.STREET","F","20182019","ANA",21,208.65,3,0,0,3,17,26,42,1.16,17.65,11.54,4.46,6,19,21,4,2,1,1,0,0,9,21,-12
"BLAKE.COLEMAN","F","20182019","N.J",47,596.73,11,4,4,19,113,148,177,11.19,9.73,7.43,7.56,16,109,51,19,21,9,9,0,0,49,53,-4
"BLAKE.COMEAU","F","20182019","DAL",47,589.4,4,0,3,7,49,67,86,5.35,8.16,5.97,7.99,20,120,50,19,17,5,7,0,0,13,17,-4
"BLAKE.PIETILA","F","20182019","N.J",7,74.5,0,1,0,1,3,6,9,0.51,0,0,8.5,3,13,8,0,1,1,2,0,0,0,0,0
"BLAKE.WHEELER","F","20182019","WPG",47,736.2,4,15,7,26,100,133,163,7.61,4,3.01,5.72,25,46,37,10,18,10,8,1,1,20,30,-10
"BOBBY.RYAN","F","20182019","OTT",44,554.93,5,8,3,16,59,89,112,4.64,8.47,5.62,5.21,27,34,38,22,21,6,6,1,1,5,11,-6
"BOGDAN.KISELEVICH","D","20182019","FLA",31,431.4,0,6,2,8,13,22,40,0.51,0,0,2.32,19,44,64,9,4,5,2,0,0,0,0,0
"BO.HORVAT","F","20182019","VAN",48,775,9,4,6,19,100,129,157,11.03,9,6.98,8.55,33,27,37,22,11,8,7,1,1,493,427,66
"BOONE.JENNER","F","20182019","CBJ",46,623.97,7,11,0,18,92,125,148,8.27,7.61,5.6,6.62,41,86,46,13,13,9,10,0,0,287,259,28
"BOO.NIEVES","F","20182019","NYR",15,144.27,2,2,3,7,9,12,17,1.03,22.22,16.67,8.58,9,14,20,7,5,1,3,0,0,36,59,-23
"BRAD.HUNT","D","20182019","VGK",13,155.82,1,1,0,2,16,24,32,0.73,6.25,4.17,3.04,10,5,20,6,4,1,0,0,0,0,0,0
"BRAD.MARCHAND","F","20182019","BOS",47,676.87,9,9,8,26,101,143,180,9.23,8.91,6.29,6.45,5,32,38,39,24,16,16,2,2,26,39,-13
"BRAD.RICHARDSON","F","20182019","ARI",40,500.92,6,3,1,10,62,80,106,3.99,9.68,7.5,4.99,26,28,49,11,12,8,1,0,0,275,216,59
"BRADY.SKJEI","D","20182019","NYR",44,811.57,3,5,2,10,59,74,109,2.57,5.08,4.05,3.47,60,102,59,33,15,7,3,0,0,0,0,0
"BRADY.TKACHUK","F","20182019","OTT",36,465.25,9,3,3,15,69,93,113,9.04,13.04,9.68,9.72,10,75,71,15,6,13,13,2,2,15,10,5
"BRANDON.CARLO","D","20182019","BOS",39,702.12,1,2,0,3,56,78,108,2.18,1.79,1.28,2.79,35,72,90,16,18,10,5,1,1,0,0,0
"BRANDON.DAVIDSON","D","20182019","CHI",10,123,0,0,1,1,7,12,24,0.33,0,0,2.75,12,17,25,2,2,1,1,0,0,0,0,0
"BRANDON.DUBINSKY","F","20182019","CBJ",32,352.32,4,2,1,7,33,38,52,3.3,12.12,10.53,8.68,13,70,20,3,10,4,4,1,1,211,155,56
"BRANDON.MANNING","D","20182019","CHI",27,359,1,1,1,3,22,31,48,0.78,4.55,3.23,2.52,19,44,39,10,1,2,4,3,2,0,0,0
"BRANDON.MANNING","D","20182019","EDM",5,64.48,0,0,0,0,3,3,7,0.06,0,0,2,6,6,10,2,2,0,0,0,0,0,0,0
"BRANDON.MONTOUR","D","20182019","ANA",48,890.58,4,5,10,19,80,131,175,4.46,5,3.05,3.4,59,56,67,39,17,10,8,0,0,0,0,0
"BRANDON.PIRRI","F","20182019","VGK",11,129.82,5,2,0,7,26,31,39,2.54,19.23,16.13,8.19,3,11,6,4,6,1,4,0,0,7,6,1
"BRANDON.SAAD","F","20182019","CHI",47,650.97,7,6,3,16,89,115,146,8.9,7.87,6.09,7.74,17,22,30,11,16,4,12,0,0,11,27,-16
"BRANDON.SUTTER","F","20182019","VAN",18,237.87,2,1,0,3,22,30,41,1.54,9.09,6.67,5.13,7,18,9,2,5,1,3,0,0,130,128,2
"BRANDON.TANEV","F","20182019","WPG",47,562.22,9,7,1,17,72,96,132,6.48,12.5,9.38,6.75,27,141,103,9,10,3,12,1,1,0,0,0
"BRAYDEN.MCNABB","D","20182019","VGK",49,811.85,1,7,4,12,42,59,103,1.25,2.38,1.69,2.12,70,111,49,25,16,12,6,0,0,0,0,0
"BRAYDEN.POINT","F","20182019","T.B",48,706.25,16,19,5,40,86,110,137,11.23,18.6,14.55,10.21,19,21,55,13,16,5,13,0,0,210,214,-4
"BRAYDEN.SCHENN","F","20182019","STL",42,613.6,6,5,4,15,70,98,115,10.28,8.57,6.12,10.49,22,73,41,18,25,6,6,2,2,257,283,-26
"BRAYDON.COBURN","D","20182019","T.B",44,677.28,3,1,7,11,73,99,137,2.31,4.11,3.03,2.33,36,46,56,9,7,9,4,0,0,0,0,0
"BRENDAN.GALLAGHER","F","20182019","MTL",48,629.5,14,3,4,21,137,178,256,13.02,10.22,7.87,7.31,18,66,66,16,29,9,14,0,0,7,12,-5
"BRENDAN.LEIPSIC","F","20182019","L.A",21,262.83,2,3,0,5,29,44,55,2.58,6.9,4.55,5.86,14,16,20,8,3,6,4,0,0,1,4,-3
