"player","position","season","Team","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh_perc","F_Sh_perc","xFSH_perc","iBLK","iHF","iHA","GIVE","TAKE","iPENT2","iPEND2","iPENT5","iPEND5","FOW","FOL","FO_diff"
"MARC.METHOT","D","20182019","DAL",9,135.97,0,0,0,0,3,5,6,0.11,0,0,2.2,10,14,5,2,0,3,1,0,0,0,0,0
"MARCO.SCANDELLA","D","20182019","BUF",38,588.07,3,1,4,8,51,68,101,1.78,5.88,4.41,2.62,38,29,31,21,12,7,3,0,0,0,0,0
"MARC.STAAL","D","20182019","NYR",47,762.33,3,3,5,11,48,68,109,2.2,6.25,4.41,3.24,50,57,33,28,12,9,5,0,0,0,0,0
"MARCUS.FOLIGNO","F","20182019","MIN",47,451.95,3,3,0,6,44,64,73,5.1,6.82,4.69,7.97,17,120,36,5,10,6,7,3,3,7,3,4
"MARCUS.JOHANSSON","F","20182019","N.J",35,441.17,3,2,3,8,59,77,98,4.36,5.08,3.9,5.66,9,14,42,16,18,3,3,0,0,4,11,-7
"MARCUS.KRUGER","F","20182019","CHI",42,356.72,4,1,1,6,34,45,50,3.07,11.76,8.89,6.82,17,27,40,2,5,8,2,0,0,98,114,-16
"MARCUS.PETTERSSON","D","20182019","ANA",27,340.37,0,5,0,5,15,31,43,0.86,0,0,2.77,24,16,48,10,1,5,3,1,1,0,0,0
"MARCUS.PETTERSSON","D","20182019","PIT",21,311.77,0,1,5,6,22,38,62,0.75,0,0,1.97,24,29,59,8,7,4,0,2,2,0,0,0
"MARCUS.SORENSEN","F","20182019","S.J",49,561.5,7,5,1,13,59,78,98,6.96,11.86,8.97,8.92,12,48,50,13,17,5,13,1,1,10,7,3
"MARIO.KEMPE","F","20182019","ARI",25,245.22,2,2,1,5,23,30,44,1.46,8.7,6.67,4.87,16,54,54,6,4,2,2,0,0,55,87,-32
"MARK.BARBERIO","D","20182019","COL",11,141.73,1,0,0,1,6,12,19,0.19,16.67,8.33,1.58,9,12,15,7,2,2,0,0,0,0,0,0
"MARK.BOROWIECKI","D","20182019","OTT",30,411.1,0,2,1,3,31,60,82,1.53,0,0,2.55,38,103,53,13,2,10,4,4,4,0,0,0
"MARK.GIORDANO","D","20182019","CGY",46,822.78,6,8,10,24,91,131,193,3.42,6.59,4.58,2.61,60,35,72,31,23,13,4,0,1,0,0,0
"MARK.JANKOWSKI","F","20182019","CGY",45,458.07,3,4,4,11,52,77,96,4.68,5.77,3.9,6.08,27,13,35,17,22,4,4,0,0,199,173,26
"MARKO.DANO","F","20182019","COL",8,53.73,0,0,0,0,3,6,9,0.22,0,0,3.67,3,16,4,2,3,2,2,0,0,0,5,-5
"MARK.PYSYK","D","20182019","FLA",34,538.55,0,1,3,4,32,47,64,1.11,0,0,2.36,38,64,28,33,12,3,2,0,0,0,0,0
"MARK.SCHEIFELE","F","20182019","WPG",47,789.38,16,8,7,31,71,102,127,9.31,22.54,15.69,9.13,23,29,55,17,41,2,17,0,0,354,409,-55
"MARK.STONE","F","20182019","OTT",47,738.02,14,12,3,29,72,107,130,7.9,19.44,13.08,7.38,38,33,32,32,62,9,6,0,0,21,21,0
"MARKUS.GRANLUND","F","20182019","VAN",48,537.58,5,4,2,11,55,75,93,5.3,9.09,6.67,7.07,11,28,27,2,14,4,3,0,0,96,125,-29
"MARKUS.HANNIKAINEN","F","20182019","CBJ",34,310.98,4,2,1,7,41,54,64,4.9,9.76,7.41,9.07,6,48,39,1,9,1,5,0,0,0,2,-2
"MARKUS.NUTIVAARA","D","20182019","CBJ",46,789.15,4,7,4,15,62,84,113,2.24,6.45,4.76,2.67,34,34,54,18,11,2,5,0,0,0,0,0
"MARTIN.FRK","F","20182019","DET",23,170.25,0,2,1,3,16,23,32,1.59,0,0,6.91,4,26,11,6,2,2,1,0,0,0,0,0
"MARTIN.HANZAL","F","20182019","DAL",7,64.2,0,1,0,1,7,9,12,0.33,0,0,3.67,4,13,2,1,2,2,0,0,0,37,14,23
"MARTIN.MARINCIN","D","20182019","TOR",8,102.87,0,0,1,1,8,10,18,0.21,0,0,2.1,6,6,8,6,3,2,1,0,0,0,0,0
"MARTIN.NECAS","F","20182019","CAR",7,55.97,1,0,1,2,3,6,7,0.29,33.33,16.67,4.83,2,3,4,6,2,1,1,0,0,15,22,-7
"MASON.APPLETON","F","20182019","WPG",21,153.9,2,1,0,3,19,25,32,1.54,10.53,8,6.16,6,15,16,2,1,0,0,0,0,0,1,-1
"MATHEW.BARZAL","F","20182019","NYI",46,675.5,10,9,6,25,76,99,128,9.77,13.16,10.1,9.87,27,12,55,52,43,11,11,0,0,133,185,-52
"MATHIEU.JOSEPH","F","20182019","T.B",40,423.75,11,2,1,14,56,73,96,5.07,19.64,15.07,6.95,8,67,71,14,17,5,5,0,0,6,17,-11
"MATHIEU.PERREAULT","F","20182019","WPG",47,515.88,7,3,5,15,53,76,92,4.88,13.21,9.21,6.42,10,63,33,7,19,8,4,0,0,22,21,1
"MATS.ZUCCARELLO","F","20182019","NYR",34,475.35,6,5,0,11,42,58,77,4.11,14.29,10.34,7.09,29,37,17,12,14,4,1,0,0,7,12,-5
"MATT.BENNING","D","20182019","EDM",39,487.08,1,2,3,6,49,69,92,1.45,2.04,1.45,2.1,22,65,65,19,5,8,2,1,1,0,0,0
"MATT.CALVERT","F","20182019","COL",47,532.63,5,6,1,12,63,83,102,6.35,7.94,6.02,7.65,23,62,58,8,14,6,5,2,2,18,25,-7
"MATT.CULLEN","F","20182019","PIT",35,322.57,3,3,2,8,38,42,49,3.38,7.89,7.14,8.05,14,11,17,7,13,2,4,0,0,105,132,-27
"MATT.DUCHENE","F","20182019","OTT",38,585.05,14,13,3,30,70,94,119,8.35,20,14.89,8.88,17,14,48,28,24,0,10,0,0,309,245,64
"MATT.DUMBA","D","20182019","MIN",32,596.8,6,2,2,10,59,88,140,3,10.17,6.82,3.41,35,50,29,14,9,7,3,1,1,0,0,0
"MATT.GRZELCYK","D","20182019","BOS",45,774.7,1,2,5,8,56,86,114,1.88,1.79,1.16,2.19,41,31,62,23,21,9,6,1,1,0,0,0
"MATT.HENDRICKS","F","20182019","MIN",18,155.82,0,2,0,2,17,20,30,0.82,0,0,4.1,2,27,14,7,3,1,2,2,0,33,27,6
"MATTHEW.PECA","F","20182019","MTL",27,237.53,3,4,1,8,23,27,40,1.65,13.04,11.11,6.11,7,18,33,8,5,1,3,0,0,63,64,-1
"MATTHEW.TKACHUK","F","20182019","CGY",48,662.35,10,11,5,26,70,102,135,7.05,14.29,9.8,6.91,8,48,47,27,19,9,13,1,1,3,3,0
"MATTIAS.EKHOLM","D","20182019","NSH",48,909.63,5,11,11,27,70,99,139,2.77,7.14,5.05,2.8,49,42,49,32,24,10,7,1,1,0,0,0
"MATTIAS.JANMARK","F","20182019","DAL",48,616.5,3,8,3,14,63,82,95,6.39,4.76,3.66,7.79,21,20,49,19,17,8,6,0,0,7,6,1
"MATT.IRWIN","D","20182019","NSH",24,280.87,1,2,2,5,32,41,64,0.81,3.12,2.44,1.98,21,45,37,6,5,6,3,0,0,0,0,0
"MATT.LUFF","F","20182019","L.A",30,320.82,5,2,1,8,36,54,73,2.95,13.89,9.26,5.46,17,15,19,10,3,2,4,1,1,1,3,-2
"MATT.MARTIN","F","20182019","NYI",35,368.28,5,2,3,10,30,46,57,3.1,16.67,10.87,6.74,20,148,43,7,5,6,8,2,2,3,5,-2
"MATT.NIETO","F","20182019","COL",44,466.5,2,4,3,9,47,68,82,4.64,4.26,2.94,6.82,11,26,49,4,10,3,3,0,0,0,0,0
"MATT.NISKANEN","D","20182019","WSH",44,793.33,4,4,4,12,69,89,119,2.6,5.8,4.49,2.92,60,88,73,31,15,12,5,0,0,0,0,0
"MATT.READ","F","20182019","MIN",5,52.6,0,0,0,0,6,6,8,0.22,0,0,3.67,3,4,3,1,1,1,0,0,0,1,0,1
"MAX.COMTOIS","F","20182019","ANA",10,129.52,2,3,2,7,9,14,19,0.92,22.22,14.29,6.57,3,27,7,4,2,0,1,1,1,3,7,-4
"MAX.DOMI","F","20182019","MTL",48,664.32,12,13,5,30,83,117,142,8.47,14.46,10.26,7.24,27,37,46,29,26,20,14,1,1,215,301,-86
"MAXIME.LAJOIE","D","20182019","OTT",43,669.22,3,1,1,5,44,68,102,1.61,6.82,4.41,2.37,50,23,71,29,10,7,2,0,0,0,0,0
"MAXIM.MAMIN","F","20182019","FLA",7,50.65,0,0,0,0,8,12,14,0.42,0,0,3.5,1,10,4,0,1,0,0,1,1,0,0,0
"MAX.MCCORMICK","F","20182019","OTT",14,100.58,1,0,0,1,11,19,24,1.1,9.09,5.26,5.79,6,20,16,3,1,2,0,0,0,0,1,-1
"MAX.PACIORETTY","F","20182019","VGK",36,483.22,8,6,3,17,74,97,128,5.91,10.81,8.25,6.09,15,58,67,20,24,7,5,0,0,5,9,-4
"MELKER.KARLSSON","F","20182019","S.J",49,486.03,7,0,3,10,54,71,84,4.82,12.96,9.86,6.79,23,33,63,10,12,11,4,0,0,5,5,0
"MICHAEL.AMADIO","F","20182019","L.A",28,249.73,2,0,2,4,23,33,50,2.37,8.7,6.06,7.18,11,11,20,7,13,2,2,0,0,41,67,-26
"MICHAEL.CHAPUT","F","20182019","MTL",26,242.32,0,3,1,4,23,34,41,2.1,0,0,6.18,10,37,16,5,2,6,4,0,0,95,87,8
"MICHAEL.DAL COLLE","F","20182019","NYI",10,103.5,1,1,0,2,11,13,18,1.23,9.09,7.69,9.46,1,5,4,3,3,1,0,0,0,0,1,-1
"MICHAEL.DEL ZOTTO","D","20182019","VAN",23,352.55,1,1,2,4,20,34,59,1.41,5,2.94,4.15,28,81,24,10,3,3,1,0,0,0,0,0
"MICHAEL.FROLIK","F","20182019","CGY",31,349.85,7,3,3,13,53,72,89,4.42,13.21,9.72,6.14,7,28,33,21,16,7,4,0,0,8,8,0
"MICHAEL.GRABNER","F","20182019","ARI",25,282.72,3,2,0,5,35,48,55,4.11,8.57,6.25,8.56,9,11,3,6,13,3,5,0,0,1,1,0
"MICHAEL.RAFFL","F","20182019","PHI",33,358.8,2,2,3,7,33,46,60,3.85,6.06,4.35,8.37,8,53,54,10,14,8,1,0,0,8,10,-2
"MICHAEL.RASMUSSEN","F","20182019","DET",41,442.07,2,5,2,9,34,50,65,2.95,5.88,4,5.9,16,54,52,17,9,7,6,1,1,6,16,-10
"MICHAEL.STONE","D","20182019","CGY",11,152.45,0,1,2,3,10,23,42,0.33,0,0,1.43,9,21,14,2,5,3,1,0,0,0,0,0
"MICHAL.KEMPNY","D","20182019","WSH",43,742.02,5,3,6,14,68,92,132,2.16,7.35,5.43,2.35,79,37,67,25,15,17,8,0,0,0,0,0
"MICHEAL.FERLAND","F","20182019","CAR",39,472.88,7,7,1,15,78,102,126,8.88,8.97,6.86,8.71,9,106,48,18,17,6,1,2,2,15,34,-19
"MICHEAL.HALEY","F","20182019","FLA",21,158.82,1,2,0,3,16,28,37,2.07,6.25,3.57,7.39,4,37,11,11,2,5,5,2,2,10,11,-1
"MIIKKA.SALOMAKI","F","20182019","NSH",37,377.15,1,1,3,5,48,60,70,5.06,2.08,1.67,8.43,20,72,37,5,6,4,4,0,0,2,5,-3
"MIKAEL.BACKLUND","F","20182019","CGY",44,634.07,8,10,3,21,93,119,164,8.23,8.6,6.72,6.92,13,30,37,22,32,8,4,0,0,265,277,-12
"MIKAEL.GRANLUND","F","20182019","MIN",47,670,9,11,4,24,80,109,139,5.87,11.25,8.26,5.39,25,18,74,15,26,7,8,0,0,40,47,-7
"MIKA.ZIBANEJAD","F","20182019","NYR",47,677.82,6,9,6,21,79,114,138,6.08,7.59,5.26,5.33,33,73,74,20,28,13,7,0,0,332,328,4
"MIKE.GREEN","D","20182019","DET",26,503.33,3,3,8,14,52,75,93,2.51,5.77,4,3.35,27,36,45,26,7,10,2,0,0,0,0,0
"MIKE.HOFFMAN","F","20182019","FLA",45,629.48,10,3,4,17,90,112,140,7.17,11.11,8.93,6.4,12,18,29,37,27,7,6,0,0,4,12,-8
"MIKE.MATHESON","D","20182019","FLA",43,776.08,2,4,3,9,68,84,122,2.41,2.94,2.38,2.87,47,29,47,64,25,11,7,0,0,0,0,0
"MIKE.REILLY","D","20182019","MTL",41,687.7,1,1,5,7,64,94,134,2.87,1.56,1.06,3.05,41,34,56,32,9,6,7,0,0,0,0,0
"MIKHAIL.SERGACHEV","D","20182019","T.B",45,714.65,2,9,3,14,70,96,140,3.32,2.86,2.08,3.46,55,53,59,26,12,7,4,0,0,0,1,-1
"MIKHAIL.VOROBYEV","F","20182019","PHI",7,68.37,1,0,1,2,5,6,6,0.23,20,16.67,3.83,3,2,4,2,1,1,0,0,0,13,26,-13
"MIKKEL.BOEDKER","F","20182019","OTT",47,603.95,4,8,8,20,50,65,84,4.59,8,6.15,7.06,17,38,31,16,15,3,4,0,0,6,5,1
"MIKKO.KOIVU","F","20182019","MIN",42,581.2,3,8,1,12,49,72,90,4.5,6.12,4.17,6.25,22,11,20,6,23,6,4,0,0,318,265,53
"MIKKO.RANTANEN","F","20182019","COL",47,761.07,7,17,13,37,79,102,131,6.2,8.86,6.86,6.08,24,34,65,17,21,12,11,0,0,12,9,3
"MILAN.LUCIC","F","20182019","EDM",47,547.12,3,4,1,8,41,68,96,5.41,7.32,4.41,7.96,9,162,49,17,18,13,6,1,1,6,9,-3
"MILES.WOOD","F","20182019","N.J",45,549.05,4,7,2,13,100,136,164,7.87,4,2.94,5.79,18,74,85,18,17,16,9,1,1,0,1,-1
"MIRCO.MUELLER","D","20182019","N.J",30,483.52,0,3,2,5,25,38,57,0.83,0,0,2.18,24,36,36,16,11,2,4,1,1,0,0,0
"MIRO.HEISKANEN","D","20182019","DAL",48,917.72,8,3,4,15,93,116,177,4.43,8.6,6.9,3.82,38,22,93,45,16,5,3,0,0,0,0,0
"MITCH.MARNER","F","20182019","TOR",46,697.37,13,23,3,39,87,122,172,8.02,14.94,10.66,6.57,19,17,43,24,37,3,12,0,0,2,3,-1
"MORGAN.RIELLY","D","20182019","TOR",46,822.7,11,8,11,30,99,141,213,4.16,11.11,7.8,2.95,51,33,53,47,35,2,5,0,0,0,1,-1
"NATE.PROSSER","D","20182019","MIN",15,143.52,0,0,0,0,10,12,21,0.16,0,0,1.33,12,17,13,1,1,1,0,0,0,0,0,0
"NATE.SCHMIDT","D","20182019","VGK",29,530.9,0,2,6,8,37,56,86,1.2,0,0,2.14,35,15,26,19,13,0,2,0,0,0,0,0
"NATE.THOMPSON","F","20182019","L.A",48,500.02,2,0,2,4,25,32,41,2.39,8,6.25,7.47,22,48,31,8,12,6,3,1,1,196,159,37
"NATHAN.BEAULIEU","D","20182019","BUF",26,353.28,3,1,2,6,30,40,53,1.01,10,7.5,2.53,22,30,20,10,3,3,3,2,2,0,0,0
"NATHAN.MACKINNON","F","20182019","COL",47,794.18,15,13,6,34,136,163,208,10.83,11.03,9.2,6.64,17,21,42,25,23,9,18,0,0,240,365,-125
"NAZEM.KADRI","F","20182019","TOR",46,621.78,5,7,4,16,87,133,171,8.43,5.75,3.76,6.34,9,41,91,26,26,11,11,1,1,245,218,27
"NEAL.PIONK","D","20182019","NYR",42,722.07,3,1,4,8,61,89,119,2.59,4.92,3.37,2.91,50,70,63,33,23,5,7,2,2,0,0,0
"NIC.DOWD","F","20182019","WSH",37,317.53,4,5,3,12,23,35,44,3.07,17.39,11.43,8.77,18,52,53,10,14,5,1,0,0,106,115,-9
"NICK.BJUGSTAD","F","20182019","FLA",29,361.33,4,0,4,8,45,64,85,4.09,8.89,6.25,6.39,15,38,33,14,17,6,5,0,0,78,78,0
"NICK.BONINO","F","20182019","NSH",48,587.82,7,6,3,16,47,63,85,3.13,14.89,11.11,4.97,36,17,29,18,14,3,3,0,0,250,237,13
"NICK.COUSINS","F","20182019","ARI",46,558.38,5,2,6,13,85,107,136,6.3,5.88,4.67,5.89,27,66,82,9,23,8,12,1,1,85,98,-13
"NICK.FOLIGNO","F","20182019","CBJ",41,572.95,12,5,4,21,62,78,95,5.02,19.35,15.38,6.44,28,83,26,17,20,2,6,1,1,42,22,20
"NICK.HOLDEN","D","20182019","VGK",49,779.6,3,4,5,12,52,83,135,2.27,5.77,3.61,2.73,51,66,76,26,17,4,3,0,0,0,0,0
"NICK.JENSEN","D","20182019","DET",47,834.12,2,3,3,8,49,77,122,1.88,4.08,2.6,2.44,47,45,130,32,13,6,6,1,1,0,0,0
"NICKLAS.BACKSTROM","F","20182019","WSH",45,658.55,6,13,5,24,69,93,124,5.14,8.7,6.45,5.53,14,27,39,27,23,4,5,0,0,327,334,-7
"NICK.LEDDY","D","20182019","NYI",46,823.68,2,3,2,7,40,63,96,2.46,5,3.17,3.9,36,38,39,28,10,4,4,0,0,0,0,0
"NICK.PAUL","F","20182019","OTT",17,142.55,0,0,1,1,25,31,39,2.07,0,0,6.68,4,17,21,3,5,1,0,0,0,15,17,-2
"NICK.RITCHIE","F","20182019","ANA",33,412.72,4,7,4,15,35,58,70,3.66,11.43,6.9,6.31,17,67,37,19,10,9,3,0,0,2,3,-1
"NICK.SCHMALTZ","F","20182019","ARI",17,232.6,1,5,1,7,19,26,38,1.76,5.26,3.85,6.77,5,0,15,9,12,1,3,0,0,44,93,-49
"NICK.SCHMALTZ","F","20182019","CHI",23,320.5,1,3,4,8,24,30,45,2.3,4.17,3.33,7.67,6,3,25,13,23,2,5,0,0,44,54,-10
"NICK.SEELER","D","20182019","MIN",45,522.75,1,1,1,3,46,62,98,1.33,2.17,1.61,2.15,67,43,37,17,2,5,5,3,3,0,0,0
"NICO.HISCHIER","F","20182019","N.J",43,598.85,11,4,7,22,74,94,112,8.12,14.86,11.7,8.64,21,29,42,14,17,2,15,0,0,241,311,-70
"NICOLAS.DESLAURIERS","F","20182019","MTL",34,321.75,1,1,0,2,32,50,63,3.46,3.12,2,6.92,15,99,32,8,7,5,1,2,2,0,0,0
"NIC.PETAN","F","20182019","WPG",13,93.17,0,1,1,2,10,13,17,0.63,0,0,4.85,2,0,5,2,4,0,3,0,0,5,3,2
"NIKITA.KUCHEROV","F","20182019","T.B",48,727.13,13,20,11,44,94,138,188,8.68,13.83,9.42,6.29,20,19,39,29,31,11,12,0,0,0,1,-1
"NIKITA.SCHERBAK","F","20182019","L.A",8,80.42,1,0,0,1,11,15,16,1.03,9.09,6.67,6.87,1,9,10,1,0,1,0,0,0,0,0,0
"NIKITA.ZADOROV","D","20182019","COL",36,505.53,4,1,1,6,47,63,93,1.55,8.51,6.35,2.46,15,94,24,19,4,15,5,1,1,0,0,0
"NIKITA.ZAITSEV","D","20182019","TOR",46,788.82,0,0,3,3,38,73,125,1.65,0,0,2.26,72,58,65,41,4,5,3,0,0,0,0,0
"NIKLAS.HJALMARSSON","D","20182019","ARI",46,741.33,0,0,1,1,29,42,64,0.85,0,0,2.02,63,21,60,22,12,8,2,0,0,0,0,0
"NIKLAS.KRONWALL","D","20182019","DET",45,759.97,1,3,5,9,33,41,60,1.3,3.03,2.44,3.17,43,44,36,32,4,13,2,0,0,0,0,0
"NIKOLAJ.EHLERS","F","20182019","WPG",40,584.93,11,3,4,18,91,114,147,8.13,12.09,9.65,7.13,9,13,43,14,20,5,15,0,1,1,1,0
"NIKOLAY.GOLDOBIN","F","20182019","VAN",44,521.95,5,3,7,15,54,80,88,5.27,9.26,6.25,6.59,12,7,26,17,14,7,9,0,0,0,0,0
"NINO.NIEDERREITER","F","20182019","MIN",46,566.15,5,5,4,14,65,81,114,5.18,7.69,6.17,6.4,12,45,61,14,22,5,4,0,0,22,12,10
"NOAH.HANIFIN","D","20182019","CGY",48,831.55,2,4,10,16,58,80,117,2.79,3.45,2.5,3.49,48,51,39,44,21,5,3,0,0,0,0,0
"NOAH.JUULSEN","D","20182019","MTL",21,311.17,0,1,4,5,19,26,45,0.55,0,0,2.12,29,52,45,15,5,1,1,0,0,0,0,0
"NOEL.ACCIARI","F","20182019","BOS",40,429.32,1,2,1,4,52,73,82,4.4,1.92,1.37,6.03,19,121,74,10,16,5,4,1,1,76,64,12
"NOLAN.PATRICK","F","20182019","PHI",40,492.32,6,1,6,13,55,72,89,6.12,10.91,8.33,8.5,18,35,43,12,18,2,7,1,1,214,190,24
"OLIVER.BJORKSTRAND","F","20182019","CBJ",41,430.78,5,7,0,12,61,82,106,4.51,8.2,6.1,5.5,19,17,43,7,12,1,3,0,0,5,4,1
"OLIVER.EKMAN-LARSSON","D","20182019","ARI",46,844.37,2,5,3,10,72,116,179,3.12,2.78,1.72,2.69,28,86,94,30,18,13,11,0,0,0,0,0
"OLIVER.KYLINGTON","D","20182019","CGY",23,272.88,1,0,2,3,9,21,32,0.64,11.11,4.76,3.05,28,5,28,18,10,3,2,0,0,0,0,0
"OLLI.MAATTA","D","20182019","PIT",45,696.98,0,5,2,7,42,66,100,1.17,0,0,1.77,74,60,137,28,8,3,2,0,0,0,0,0
"ONDREJ.KASE","F","20182019","ANA",30,396.05,10,4,1,15,82,113,142,7.28,12.2,8.85,6.44,11,17,34,13,15,1,6,0,0,6,18,-12
"ONDREJ.PALAT","F","20182019","T.B",32,415.98,4,3,6,13,49,61,88,4.01,8.16,6.56,6.57,23,48,33,20,11,4,5,0,0,2,13,-11
"OSCAR.FANTENBERG","D","20182019","L.A",35,475.72,0,1,0,1,30,45,63,1.12,0,0,2.49,43,48,49,16,6,3,3,0,0,0,0,0
"OSCAR.KLEFBOM","D","20182019","EDM",31,592.7,1,2,5,8,74,97,139,2.09,1.35,1.03,2.15,39,13,53,23,7,2,0,0,0,0,0,0
"OSCAR.LINDBERG","F","20182019","VGK",25,266,1,6,0,7,37,53,69,3.85,2.7,1.89,7.26,11,37,29,13,10,9,2,0,0,9,7,2
"OSKAR.LINDBLOM","F","20182019","PHI",46,465.82,4,6,3,13,54,67,82,4.89,7.41,5.97,7.3,23,39,41,8,9,5,6,0,0,3,4,-1
"OSKAR.SUNDQVIST","F","20182019","STL",38,368.12,7,4,1,12,43,60,71,4.86,16.28,11.67,8.1,16,39,51,3,11,4,5,0,0,52,69,-17
"PAR.LINDHOLM","F","20182019","TOR",46,468.72,1,4,4,9,44,80,100,4.64,2.27,1.25,5.8,26,36,66,10,17,7,4,0,0,131,118,13
"PATRICE.BERGERON","F","20182019","BOS",32,412.82,6,8,5,19,70,92,113,6.7,8.57,6.52,7.28,24,21,14,12,18,4,4,0,0,270,217,53
"PATRIC.HORNQVIST","F","20182019","PIT",34,408.9,10,4,5,19,70,90,111,6.44,14.29,11.11,7.16,15,55,67,7,8,1,4,0,0,4,5,-1
"PATRICK.EAVES","F","20182019","ANA",5,60.07,0,0,0,0,4,8,8,0.76,0,0,9.5,0,10,6,3,1,0,1,0,0,0,0,0
"PATRICK.KANE","F","20182019","CHI",48,840.08,15,15,7,37,130,179,230,10.27,11.54,8.38,5.74,12,10,41,27,23,6,9,0,0,1,1,0
"PATRICK.MARLEAU","F","20182019","TOR",46,665.15,8,5,1,14,71,99,118,6.6,11.27,8.08,6.67,22,36,51,10,14,3,1,0,0,34,35,-1
"PATRICK.MAROON","F","20182019","STL",38,427.97,3,0,1,4,46,59,80,4.94,6.52,5.08,8.37,5,73,52,8,17,8,6,3,3,1,1,0
"PATRIK.BERGLUND","F","20182019","BUF",23,251.63,1,1,1,3,24,34,41,2.22,4.17,2.94,6.53,12,24,13,4,4,2,2,0,0,51,35,16
"PATRIK.LAINE","F","20182019","WPG",47,629.55,12,5,1,18,100,131,169,7.71,12,9.16,5.89,28,37,41,25,13,9,7,0,0,8,15,-7
"PATRIK.NEMETH","D","20182019","COL",39,504.05,1,2,1,4,28,42,60,0.99,3.57,2.38,2.36,39,55,59,7,0,10,3,1,1,0,0,0
"PAUL.BYRON","F","20182019","MTL",34,404.87,8,4,3,15,57,69,82,5.99,14.04,11.59,8.68,23,70,35,12,7,0,6,0,0,4,8,-4
"PAUL.LADUE","D","20182019","L.A",14,161.15,1,0,0,1,10,18,30,0.47,10,5.56,2.61,10,16,28,5,1,1,1,0,0,0,0,0
"PAUL.STASTNY","F","20182019","VGK",19,266.72,5,4,2,11,37,47,54,4.69,13.51,10.64,9.98,7,9,13,3,9,4,1,0,0,133,103,30
"PAVEL.BUCHNEVICH","F","20182019","NYR",31,385.98,4,4,1,9,27,42,50,3.44,14.81,9.52,8.19,12,26,46,14,16,1,4,0,0,2,8,-6
"PAVEL.ZACHA","F","20182019","N.J",42,496.9,4,1,2,7,47,72,89,4.3,8.51,5.56,5.97,16,41,26,16,16,3,2,1,1,217,233,-16
"PHIL.KESSEL","F","20182019","PIT",46,643.53,11,12,5,28,88,113,140,9.04,12.5,9.73,8,10,7,29,34,18,7,2,0,0,0,5,-5
"PHILLIP.DANAULT","F","20182019","MTL",48,695.78,7,10,9,26,71,89,120,6.76,9.86,7.87,7.6,22,47,67,22,23,12,10,0,0,387,345,42
"PHILLIP.DI GIUSEPPE","F","20182019","CAR",21,195.35,1,1,2,4,25,40,48,2.22,4,2.5,5.55,6,47,13,5,9,4,2,0,0,2,2,0
"PHIL.VARONE","F","20182019","PHI",17,129.48,1,0,0,1,12,14,21,1.11,8.33,7.14,7.93,7,11,8,6,0,1,2,0,0,46,41,5
"PIERRE-EDOUARD.BELLEMARE","F","20182019","VGK",48,492.65,3,2,2,7,54,76,100,4.29,5.56,3.95,5.64,20,35,54,11,18,1,6,0,0,205,153,52
"PIERRE-LUC.DUBOIS","F","20182019","CBJ",46,705.12,14,12,7,33,94,130,155,10.69,14.89,10.77,8.22,36,68,56,25,24,15,18,0,0,275,332,-57
"P.K..SUBBAN","D","20182019","NSH",30,509.45,3,5,3,11,51,67,98,1.68,5.88,4.48,2.51,21,22,29,21,10,7,7,0,0,0,0,0
"PONTUS.ABERG","F","20182019","ANA",37,493.18,8,3,3,14,58,83,117,5.47,13.79,9.64,6.59,7,31,34,26,13,7,10,0,0,2,8,-6
"RADEK.FAKSA","F","20182019","DAL",48,646.95,4,6,1,11,53,74,92,7.39,7.55,5.41,9.99,33,52,60,15,19,10,10,1,1,255,271,-16
"RADIM.SIMEK","D","20182019","S.J",20,287.28,1,2,2,5,13,22,38,0.52,7.69,4.55,2.36,13,33,35,13,9,1,1,0,0,0,0,0
"RADKO.GUDAS","D","20182019","PHI",45,663.18,2,4,5,11,72,121,175,2.15,2.78,1.65,1.78,58,137,66,22,11,11,8,3,3,0,0,0
"RASMUS.ANDERSSON","D","20182019","CGY",45,631.72,0,1,2,3,50,65,95,1.3,0,0,2,48,31,60,26,10,4,7,0,0,0,0,0
"RASMUS.DAHLIN","D","20182019","BUF",47,812.97,3,2,9,14,70,90,125,3.37,4.29,3.33,3.74,37,44,52,40,18,7,3,0,0,0,0,0
"RASMUS.RISTOLAINEN","D","20182019","BUF",47,886.3,4,6,7,17,78,103,147,3.46,5.13,3.88,3.36,60,127,96,24,8,7,2,0,0,0,0,0
"REILLY.SMITH","F","20182019","VGK",45,633.92,5,7,1,13,77,108,140,8.62,6.49,4.63,7.98,20,21,45,24,22,2,7,0,0,1,0,1
"REMI.ELIE","F","20182019","BUF",14,128.57,0,0,1,1,9,18,19,0.81,0,0,4.5,2,28,11,2,2,1,1,0,0,1,0,1
"RICHARD.PANIK","F","20182019","ARI",43,566.18,8,6,1,15,64,83,115,5.93,12.5,9.64,7.14,23,60,48,20,21,8,7,0,0,3,5,-2
"RICKARD.RAKELL","F","20182019","ANA",35,545.65,5,8,3,16,77,104,141,7.89,6.49,4.81,7.59,19,37,58,23,22,1,7,0,0,9,12,-3
"RILEY.NASH","F","20182019","CBJ",45,449.98,1,2,2,5,39,50,64,3.02,2.56,2,6.04,19,34,49,8,20,4,2,1,1,89,113,-24
